HGNC_symbol,ProteinID,DrugName,DrugCID,Drug,AE
VEGFA,4gls,etoposide,134694737,etoposide-134694737,-10.4
VEGFA,4gls,etoposide,92209272,etoposide-92209272,-10.4
VEGFA,4gls,ibrutinib,24821094,ibrutinib-24821094,-10.4
VEGFA,4gls,idelalisib,11625818,idelalisib-11625818,-10.4
VEGFA,4gls,plerixafor,65015,plerixafor-65015,-10.4
VEGFA,4gls,regorafenib,11167602,regorafenib-11167602,-10.4
GLTP,4gvt,dactinomycin,457193,dactinomycin-457193,-10.4
GLTP,4gxd,crizotinib,11626560,crizotinib-11626560,-10.4
GLTP,4gxd,panobinostat,6918837,panobinostat-6918837,-10.4
NR3C2,4udb,dexamethasone,5743,dexamethasone-5743,-10.4
VEGFA,5fv2,dactinomycin,457193,dactinomycin-457193,-10.4
NR3C2,5hcv,temsirolimus,9876533,temsirolimus-9876533,-10.4
NR3C2,5hcv,trametinib,11707110,trametinib-11707110,-10.4
VEGFA,1cz8,everolimus,6442177,everolimus-6442177,-10.3
VEGFA,1cz8,temsirolimus,148191,temsirolimus-148191,-10.3
FABP6,1o1v,ibrutinib,24821094,ibrutinib-24821094,-10.3
VEGFA,1qty,dactinomycin,457193,dactinomycin-457193,-10.3
GLTP,1sx6,trametinib,11707110,trametinib-11707110,-10.3
NR3C2,1ya3,vemurafenib,42611257,vemurafenib-42611257,-10.3
NR3C2,1ya3,vismodegib,24776445,vismodegib-24776445,-10.3
GLTP,2euk,vemurafenib,42611257,vemurafenib-42611257,-10.3
GLTP,2eum,granisetron,17572266,granisetron-17572266,-10.3
GLTP,2eum,panobinostat,6918837,panobinostat-6918837,-10.3
GLTP,2evd,bexarotene,82146,bexarotene-82146,-10.3
GLTP,2evd,crizotinib,11626560,crizotinib-11626560,-10.3
GLTP,2evl,apalutamide,24872560,apalutamide-24872560,-10.3
GLTP,2evl,panobinostat,6918837,panobinostat-6918837,-10.3
GLTP,3ric,palbociclib,5330286,palbociclib-5330286,-10.3
GLTP,3rzn,aprepitant,135413536,aprepitant-135413536,-10.3
GLTP,3rzn,bexarotene,82146,bexarotene-82146,-10.3
GLTP,3s0i,crizotinib,11626560,crizotinib-11626560,-10.3
GLTP,3s0i,granisetron,17572266,granisetron-17572266,-10.3
RHEB,3t5g,venetoclax,49846579,venetoclax-49846579,-10.3
NR3C2,3vhv,aprepitant,135413536,aprepitant-135413536,-10.3
GLTP,4gh0,fulvestrant,104741,fulvestrant-104741,-10.3
GLTP,4gjq,brigatinib,68165256,brigatinib-68165256,-10.3
GLTP,4gjq,etoposide,137704929,etoposide-137704929,-10.3
VEGFA,4gls,bexarotene,82146,bexarotene-82146,-10.3
VEGFA,4gls,paclitaxel,91885464,paclitaxel-91885464,-10.3
VEGFA,4gls,temsirolimus,137295275,temsirolimus-137295275,-10.3
VEGFA,4gls,vemurafenib,42611257,vemurafenib-42611257,-10.3
GLTP,4gxd,abemaciclib,46220502,abemaciclib-46220502,-10.3
GLTP,4gxd,apalutamide,24872560,apalutamide-24872560,-10.3
GLTP,4gxd,ibrutinib,24821094,ibrutinib-24821094,-10.3
GLTP,4gxg,ceritinib,57379345,ceritinib-57379345,-10.3
GLTP,4gxg,cobimetinib,16222096,cobimetinib-16222096,-10.3
VEGFA,4qaf,panobinostat,6918837,panobinostat-6918837,-10.3
CDH3,4zmx,etoposide,3310,etoposide-3310,-10.3
FABP6,5l8i,alectinib,49806720,alectinib-49806720,-10.3
FABP6,5l8n,regorafenib,11167602,regorafenib-11167602,-10.3
FABP6,5l8n,venetoclax,49846579,venetoclax-49846579,-10.3
NR3C2,5mwp,sonidegib,24775005,sonidegib-24775005,-10.3
VEGFA,1bj1,venetoclax,49846579,venetoclax-49846579,-10.2
FABP6,1o1v,brigatinib,68165256,brigatinib-68165256,-10.2
RHEB,1xtr,nilotinib,644241,nilotinib-644241,-10.2
NR3C2,2aax,exemestane,60198,exemestane-60198,-10.2
GLTP,2euk,belinostat,6918638,belinostat-6918638,-10.2
GLTP,2euk,vandetanib,3081361,vandetanib-3081361,-10.2
GLTP,2eum,aprepitant,135413536,aprepitant-135413536,-10.2
GLTP,2eum,crizotinib,11626560,crizotinib-11626560,-10.2
GLTP,2eum,vemurafenib,42611257,vemurafenib-42611257,-10.2
VEGFA,2fjh,dactinomycin,457193,dactinomycin-457193,-10.2
VEGFA,2fjh,temsirolimus,137295275,temsirolimus-137295275,-10.2
EPB41L3,2he7,etoposide,137704929,etoposide-137704929,-10.2
EPB41L3,2he7,etoposide,5284558,etoposide-5284558,-10.2
FABP6,2mm3,brigatinib,68165256,brigatinib-68165256,-10.2
FABP6,2mm3,plerixafor,65015,plerixafor-65015,-10.2
FABP6,2mm3,pomalidomide,134780,pomalidomide-134780,-10.2
PTPRN,3np5,brigatinib,68165256,brigatinib-68165256,-10.2
PTPRN,3np5,cobimetinib,16222096,cobimetinib-16222096,-10.2
PTPRN,3np5,regorafenib,11167602,regorafenib-11167602,-10.2
VEGFA,3qtk,venetoclax,49846579,venetoclax-49846579,-10.2
GLTP,3ric,bexarotene,82146,bexarotene-82146,-10.2
GLTP,3ric,ixabepilone,6445540,ixabepilone-6445540,-10.2
GLTP,3rwv,nilotinib,644241,nilotinib-644241,-10.2
GLTP,3rwv,venetoclax,49846579,venetoclax-49846579,-10.2
RHEB,3sea,nilotinib,644241,nilotinib-644241,-10.2
RHEB,3t5g,nilotinib,644241,nilotinib-644241,-10.2
GLTP,4gh0,paclitaxel,6713921,paclitaxel-6713921,-10.2
GLTP,4ghp,vemurafenib,42611257,vemurafenib-42611257,-10.2
GLTP,4ghs,cobimetinib,16222096,cobimetinib-16222096,-10.2
GLTP,4ghs,palbociclib,5330286,palbociclib-5330286,-10.2
GLTP,4gix,regorafenib,11167602,regorafenib-11167602,-10.2
GLTP,4gjq,apalutamide,24872560,apalutamide-24872560,-10.2
GLTP,4gjq,axitinib,6450551,axitinib-6450551,-10.2
GLTP,4gjq,etoposide,439525,etoposide-439525,-10.2
GLTP,4gjq,ibrutinib,24821094,ibrutinib-24821094,-10.2
VEGFA,4gls,cobimetinib,16222096,cobimetinib-16222096,-10.2
VEGFA,4gls,etoposide,45356822,etoposide-45356822,-10.2
VEGFA,4gls,etoposide,6610299,etoposide-6610299,-10.2
VEGFA,4gls,etoposide,90657341,etoposide-90657341,-10.2
GLTP,4gvt,cobimetinib,16222096,cobimetinib-16222096,-10.2
GLTP,4gxd,exemestane,60198,exemestane-60198,-10.2
GLTP,4gxg,etoposide,17571827,etoposide-17571827,-10.2
GLTP,4h2z,ibrutinib,24821094,ibrutinib-24821094,-10.2
PADI4,4x8c,nilotinib,644241,nilotinib-644241,-10.2
CDH3,4zmv,aprepitant,135413536,aprepitant-135413536,-10.2
CDH3,4zmv,nilotinib,644241,nilotinib-644241,-10.2
NR3C2,5hcv,etoposide,137704929,etoposide-137704929,-10.2
NR3C2,5hcv,olaparib,23725625,olaparib-23725625,-10.2
NR3C2,5hcv,paclitaxel,44155032,paclitaxel-44155032,-10.2
NR3C2,5hcv,paclitaxel,53313247,paclitaxel-53313247,-10.2
FABP6,5l8o,regorafenib,11167602,regorafenib-11167602,-10.2
NR3C2,5mwy,aprepitant,135413536,aprepitant-135413536,-10.2
RHEB,6bt0,alectinib,49806720,alectinib-49806720,-10.2
NCKIPSD,6ded,dactinomycin,457193,dactinomycin-457193,-10.2
FABP6,1o1v,axitinib,6450551,axitinib-6450551,-10.1
FABP6,1o1v,exemestane,60198,exemestane-60198,-10.1
GLTP,1sx6,cobimetinib,16222096,cobimetinib-16222096,-10.1
GLTP,1sx6,vismodegib,24776445,vismodegib-24776445,-10.1
VEGFA,1tzi,dactinomycin,457193,dactinomycin-457193,-10.1
VEGFA,1tzi,nilotinib,644241,nilotinib-644241,-10.1
VEGFA,1tzi,temsirolimus,23375915,temsirolimus-23375915,-10.1
VEGFA,1tzi,temsirolimus,6918289,temsirolimus-6918289,-10.1
GLTP,2euk,enzalutamide,15951529,enzalutamide-15951529,-10.1
GLTP,2euk,trametinib,11707110,trametinib-11707110,-10.1
GLTP,2evd,belinostat,6918638,belinostat-6918638,-10.1
GLTP,2evl,cobimetinib,16222096,cobimetinib-16222096,-10.1
GLTP,2evl,trametinib,11707110,trametinib-11707110,-10.1
GLTP,2evs,olaparib,23725625,olaparib-23725625,-10.1
GLTP,2evt,bicalutamide,2375,bicalutamide-2375,-10.1
EPB41L3,2he7,etoposide,50936917,etoposide-50936917,-10.1
EPB41L3,2he7,ibrutinib,24821094,ibrutinib-24821094,-10.1
FABP6,2mm3,ibrutinib,24821094,ibrutinib-24821094,-10.1
NR3C2,2oax,exemestane,60198,exemestane-60198,-10.1
VEGFA,2qr0,temsirolimus,148191,temsirolimus-148191,-10.1
VEGFA,2qr0,temsirolimus,53486199,temsirolimus-53486199,-10.1
PADI4,3apm,venetoclax,49846579,venetoclax-49846579,-10.1
VEGFA,3bdy,venetoclax,49846579,venetoclax-49846579,-10.1
PTPRN,3np5,abemaciclib,46220502,abemaciclib-46220502,-10.1
PTPRN,3np5,palbociclib,5330286,palbociclib-5330286,-10.1
VEGFA,3p9w,regorafenib,11167602,regorafenib-11167602,-10.1
VEGFA,3qtk,etoposide,92209272,etoposide-92209272,-10.1
GLTP,3ric,belinostat,6918638,belinostat-6918638,-10.1
GLTP,3rzn,trametinib,11707110,trametinib-11707110,-10.1
GLTP,3s0i,exemestane,60198,exemestane-60198,-10.1
GLTP,3s0i,letrozole,3902,letrozole-3902,-10.1
GLTP,3s0k,gefitinib,123631,gefitinib-123631,-10.1
GLTP,4gh0,gefitinib,123631,gefitinib-123631,-10.1
GLTP,4gh0,paclitaxel,73759704,paclitaxel-73759704,-10.1
GLTP,4gh0,palbociclib,5330286,palbociclib-5330286,-10.1
GLTP,4ghp,abemaciclib,46220502,abemaciclib-46220502,-10.1
GLTP,4ghp,bexarotene,82146,bexarotene-82146,-10.1
GLTP,4ghp,ixabepilone,6445540,ixabepilone-6445540,-10.1
GLTP,4ghs,belinostat,6918638,belinostat-6918638,-10.1
GLTP,4gix,belinostat,6918638,belinostat-6918638,-10.1
GLTP,4gjq,fulvestrant,104741,fulvestrant-104741,-10.1
VEGFA,4gls,crizotinib,11626560,crizotinib-11626560,-10.1
VEGFA,4gls,etoposide,439525,etoposide-439525,-10.1
VEGFA,4gls,etoposide,6419930,etoposide-6419930,-10.1
VEGFA,4gls,granisetron,118701621,granisetron-118701621,-10.1
VEGFA,4gls,granisetron,14788250,granisetron-14788250,-10.1
VEGFA,4gls,granisetron,5284566,granisetron-5284566,-10.1
VEGFA,4gls,paclitaxel,73759704,paclitaxel-73759704,-10.1
GLTP,4gvt,trametinib,11707110,trametinib-11707110,-10.1
GLTP,4gxg,axitinib,6450551,axitinib-6450551,-10.1
GLTP,4h2z,carfilzomib,11556711,carfilzomib-11556711,-10.1
GLTP,4h2z,vandetanib,3081361,vandetanib-3081361,-10.1
GLTP,4h2z,vismodegib,24776445,vismodegib-24776445,-10.1
NR3C2,4pf3,alectinib,49806720,alectinib-49806720,-10.1
PADI4,4x8g,olaparib,23725625,olaparib-23725625,-10.1
VEGFA,5dn2,venetoclax,49846579,venetoclax-49846579,-10.1
IL6R,5fuc,venetoclax,49846579,venetoclax-49846579,-10.1
VEGFA,5hhd,venetoclax,49846579,venetoclax-49846579,-10.1
NR3C2,5l7e,regorafenib,11167602,regorafenib-11167602,-10.1
FABP6,5l8n,sonidegib,24775005,sonidegib-24775005,-10.1
FABP6,5l8o,etoposide,439525,etoposide-439525,-10.1
NR3C2,5mwp,nilotinib,644241,nilotinib-644241,-10.1
NR3C2,5mwy,regorafenib,11167602,regorafenib-11167602,-10.1
RHEB,6bsx,regorafenib,11167602,regorafenib-11167602,-10.1
VEGFA,1bj1,temsirolimus,71433778,temsirolimus-71433778,-10
VEGFA,1mkg,venetoclax,49846579,venetoclax-49846579,-10
VEGFA,1mkk,dactinomycin,457193,dactinomycin-457193,-10
FABP6,1o1v,abemaciclib,46220502,abemaciclib-46220502,-10
FABP6,1o1v,palbociclib,5330286,palbociclib-5330286,-10
FABP6,1o1v,regorafenib,11167602,regorafenib-11167602,-10
FABP6,1o1v,ribociclib,44631912,ribociclib-44631912,-10
FABP6,1o1v,vemurafenib,42611257,vemurafenib-42611257,-10
GLTP,1swx,bexarotene,82146,bexarotene-82146,-10
GLTP,1sx6,toremifene,3005573,toremifene-3005573,-10
GLTP,1sx6,vemurafenib,42611257,vemurafenib-42611257,-10
VEGFA,1tzh,dactinomycin,457193,dactinomycin-457193,-10
VEGFA,1tzi,temsirolimus,54608508,temsirolimus-54608508,-10
PADI4,1wda,dactinomycin,457193,dactinomycin-457193,-10
NR3C2,1ya3,regorafenib,11167602,regorafenib-11167602,-10
GLTP,2euk,gefitinib,123631,gefitinib-123631,-10
GLTP,2euk,palbociclib,5330286,palbociclib-5330286,-10
GLTP,2eum,alectinib,49806720,alectinib-49806720,-10
GLTP,2eum,belinostat,6918638,belinostat-6918638,-10
GLTP,2eum,vismodegib,24776445,vismodegib-24776445,-10
GLTP,2evd,vismodegib,24776445,vismodegib-24776445,-10
GLTP,2evl,vismodegib,24776445,vismodegib-24776445,-10
GLTP,2evt,letrozole,3902,letrozole-3902,-10
VEGFA,2fjh,temsirolimus,23375915,temsirolimus-23375915,-10
FABP6,2mm3,lenalidomide,216326,lenalidomide-216326,-10
FABP6,2mm3,nilutamide,4493,nilutamide-4493,-10
FABP6,2mm3,thalidomide,5426,thalidomide-5426,-10
PADI4,3apm,dactinomycin,457193,dactinomycin-457193,-10
VEGFA,3bdy,temsirolimus,54608508,temsirolimus-54608508,-10
EPB41L3,3bin,nilotinib,644241,nilotinib-644241,-10
PTPRN,3np5,ibrutinib,24821094,ibrutinib-24821094,-10
GLTP,3ric,dactinomycin,457193,dactinomycin-457193,-10
GLTP,3ric,gefitinib,123631,gefitinib-123631,-10
GLTP,3rzn,palbociclib,5330286,palbociclib-5330286,-10
GLTP,3s0i,belinostat,6918638,belinostat-6918638,-10
GLTP,3s0i,brigatinib,68165256,brigatinib-68165256,-10
GLTP,3s0i,gefitinib,123631,gefitinib-123631,-10
GLTP,3s0k,carfilzomib,11556711,carfilzomib-11556711,-10
GLTP,3s0k,exemestane,60198,exemestane-60198,-10
GLTP,3s0k,granisetron,17572266,granisetron-17572266,-10
RHEB,3sea,venetoclax,49846579,venetoclax-49846579,-10
VEGFA,4deq,dactinomycin,457193,dactinomycin-457193,-10
GLTP,4ghp,trametinib,11707110,trametinib-11707110,-10
GLTP,4ghp,vismodegib,24776445,vismodegib-24776445,-10
GLTP,4ghs,brigatinib,68165256,brigatinib-68165256,-10
GLTP,4gix,axitinib,6450551,axitinib-6450551,-10
GLTP,4gjq,vandetanib,3081361,vandetanib-3081361,-10
VEGFA,4gls,etoposide,3310,etoposide-3310,-10
VEGFA,4gls,paclitaxel,133640187,paclitaxel-133640187,-10
VEGFA,4gls,paclitaxel,24791027,paclitaxel-24791027,-10
VEGFA,4gls,paclitaxel,53313247,paclitaxel-53313247,-10
VEGFA,4gls,panobinostat,6918837,panobinostat-6918837,-10
VEGFA,4gls,temsirolimus,23724530,temsirolimus-23724530,-10
VEGFA,4gls,temsirolimus,24847874,temsirolimus-24847874,-10
GLTP,4gvt,axitinib,6450551,axitinib-6450551,-10
GLTP,4gxg,palbociclib,5330286,palbociclib-5330286,-10
GLTP,4gxg,vandetanib,3081361,vandetanib-3081361,-10
GLTP,4h2z,axitinib,6450551,axitinib-6450551,-10
NR3C2,4udb,vismodegib,24776445,vismodegib-24776445,-10
VEGFA,4wpb,plerixafor,65015,plerixafor-65015,-10
NR3C2,5hcv,etoposide,45356822,etoposide-45356822,-10
NR3C2,5hcv,etoposide,6708815,etoposide-6708815,-10
NR3C2,5hcv,paclitaxel,36314,paclitaxel-36314,-10
NR3C2,5hcv,paclitaxel,5352019,paclitaxel-5352019,-10
NR3C2,5hcv,plerixafor,65015,plerixafor-65015,-10
NR3C2,5hcv,temsirolimus,54608508,temsirolimus-54608508,-10
FABP6,5l8i,ibrutinib,24821094,ibrutinib-24821094,-10
FABP6,5l8i,regorafenib,11167602,regorafenib-11167602,-10
FABP6,5l8n,aprepitant,135413536,aprepitant-135413536,-10
FABP6,5l8n,axitinib,6450551,axitinib-6450551,-10
FABP6,5l8o,abemaciclib,46220502,abemaciclib-46220502,-10
FABP6,5l8o,olaparib,23725625,olaparib-23725625,-10
RHEB,6bsx,dactinomycin,457193,dactinomycin-457193,-10
VEGFA,1bj1,temsirolimus,148191,temsirolimus-148191,-9.9
FABP6,1o1v,aprepitant,135413536,aprepitant-135413536,-9.9
FABP6,1o1v,bicalutamide,2375,bicalutamide-2375,-9.9
GLTP,1swx,ibrutinib,24821094,ibrutinib-24821094,-9.9
PADI4,1wd9,dactinomycin,457193,dactinomycin-457193,-9.9
RHEB,1xtr,axitinib,6450551,axitinib-6450551,-9.9
GLTP,2euk,apalutamide,24872560,apalutamide-24872560,-9.9
GLTP,2eum,bexarotene,82146,bexarotene-82146,-9.9
GLTP,2eum,palbociclib,5330286,palbociclib-5330286,-9.9
GLTP,2evd,trametinib,11707110,trametinib-11707110,-9.9
GLTP,2evl,gefitinib,123631,gefitinib-123631,-9.9
GLTP,2evs,aprepitant,135413536,aprepitant-135413536,-9.9
GLTP,2evs,axitinib,6450551,axitinib-6450551,-9.9
GLTP,2evt,belinostat,6918638,belinostat-6918638,-9.9
VEGFA,2fjg,nilotinib,644241,nilotinib-644241,-9.9
VEGFA,2fjg,temsirolimus,71433778,temsirolimus-71433778,-9.9
VEGFA,2fjh,temsirolimus,132274070,temsirolimus-132274070,-9.9
EPB41L3,2he7,alectinib,49806720,alectinib-49806720,-9.9
EPB41L3,2he7,dactinomycin,457193,dactinomycin-457193,-9.9
EPB41L3,2he7,etoposide,439525,etoposide-439525,-9.9
EPB41L3,2he7,sonidegib,24775005,sonidegib-24775005,-9.9
FABP6,2mm3,aprepitant,135413536,aprepitant-135413536,-9.9
FABP6,2mm3,vandetanib,3081361,vandetanib-3081361,-9.9
PTPRN,2qt7,venetoclax,49846579,venetoclax-49846579,-9.9
VEGFA,3bdy,temsirolimus,53486199,temsirolimus-53486199,-9.9
EPB41L3,3bin,etoposide,137704929,etoposide-137704929,-9.9
PTPRN,3np5,carfilzomib,11556711,carfilzomib-11556711,-9.9
PTPRN,3np5,vemurafenib,42611257,vemurafenib-42611257,-9.9
VEGFA,3p9w,nilotinib,644241,nilotinib-644241,-9.9
GLTP,3ric,etoposide,6610299,etoposide-6610299,-9.9
GLTP,3ric,trametinib,11707110,trametinib-11707110,-9.9
GLTP,3rwv,alectinib,49806720,alectinib-49806720,-9.9
GLTP,3rwv,etoposide,90657341,etoposide-90657341,-9.9
GLTP,3rzn,abemaciclib,46220502,abemaciclib-46220502,-9.9
GLTP,3rzn,carfilzomib,11556711,carfilzomib-11556711,-9.9
GLTP,3rzn,ixabepilone,6445540,ixabepilone-6445540,-9.9
GLTP,3s0k,etoposide,36462,etoposide-36462,-9.9
GLTP,3s0k,ribociclib,44631912,ribociclib-44631912,-9.9
VEGFA,3s1k,venetoclax,49846579,venetoclax-49846579,-9.9
NR3C2,3vhv,regorafenib,11167602,regorafenib-11167602,-9.9
GLTP,4gh0,etoposide,45356822,etoposide-45356822,-9.9
GLTP,4gh0,ivosidenib,71657455,ivosidenib-71657455,-9.9
GLTP,4gh0,paclitaxel,24791027,paclitaxel-24791027,-9.9
GLTP,4gh0,vandetanib,3081361,vandetanib-3081361,-9.9
GLTP,4ghp,enzalutamide,15951529,enzalutamide-15951529,-9.9
GLTP,4ghp,exemestane,60198,exemestane-60198,-9.9
GLTP,4ghs,exemestane,60198,exemestane-60198,-9.9
GLTP,4ghs,panobinostat,6918837,panobinostat-6918837,-9.9
GLTP,4gix,aprepitant,135413536,aprepitant-135413536,-9.9
GLTP,4gjq,ivosidenib,71657455,ivosidenib-71657455,-9.9
VEGFA,4gls,etoposide,5284558,etoposide-5284558,-9.9
VEGFA,4gls,romidepsin,15068578,romidepsin-15068578,-9.9
VEGFA,4gls,temsirolimus,132274070,temsirolimus-132274070,-9.9
GLTP,4gvt,ibrutinib,24821094,ibrutinib-24821094,-9.9
GLTP,4gvt,palbociclib,5330286,palbociclib-5330286,-9.9
GLTP,4gxd,fulvestrant,104741,fulvestrant-104741,-9.9
GLTP,4gxd,idelalisib,11625818,idelalisib-11625818,-9.9
GLTP,4gxd,palbociclib,5330286,palbociclib-5330286,-9.9
GLTP,4gxd,trametinib,11707110,trametinib-11707110,-9.9
GLTP,4gxg,vismodegib,24776445,vismodegib-24776445,-9.9
VEGFA,4qaf,regorafenib,11167602,regorafenib-11167602,-9.9
NR3C2,4udb,prednisone,5865,prednisone-5865,-9.9
CDH3,4zmt,nilotinib,644241,nilotinib-644241,-9.9
CDH3,4zmv,olaparib,23725625,olaparib-23725625,-9.9
CDH3,4zmx,aprepitant,135413536,aprepitant-135413536,-9.9
CDH3,4zmx,nilotinib,644241,nilotinib-644241,-9.9
NR3C2,5hcv,apalutamide,24872560,apalutamide-24872560,-9.9
NR3C2,5hcv,etoposide,3310,etoposide-3310,-9.9
NR3C2,5hcv,etoposide,36462,etoposide-36462,-9.9
NR3C2,5hcv,vemurafenib,42611257,vemurafenib-42611257,-9.9
CDH3,5jyl,dactinomycin,457193,dactinomycin-457193,-9.9
NR3C2,5l7e,venetoclax,49846579,venetoclax-49846579,-9.9
NR3C2,5l7g,vemurafenib,42611257,vemurafenib-42611257,-9.9
FABP6,5l8i,sonidegib,24775005,sonidegib-24775005,-9.9
FABP6,5l8i,vemurafenib,42611257,vemurafenib-42611257,-9.9
FABP6,5l8n,carfilzomib,11556711,carfilzomib-11556711,-9.9
FABP6,5l8n,ivosidenib,71657455,ivosidenib-71657455,-9.9
FABP6,5l8o,sonidegib,24775005,sonidegib-24775005,-9.9
NR3C2,5mwy,venetoclax,49846579,venetoclax-49846579,-9.9
VEGFA,5o4e,temsirolimus,134812825,temsirolimus-134812825,-9.9
RHEB,5yxh,regorafenib,11167602,regorafenib-11167602,-9.9
RHEB,6bsx,apalutamide,24872560,apalutamide-24872560,-9.9
RHEB,6bsx,enzalutamide,15951529,enzalutamide-15951529,-9.9
RHEB,6bsx,nilotinib,644241,nilotinib-644241,-9.9
VEGFA,1cz8,temsirolimus,71296107,temsirolimus-71296107,-9.8
VEGFA,1cz8,temsirolimus,9876533,temsirolimus-9876533,-9.8
NOG,1m4u,sonidegib,24775005,sonidegib-24775005,-9.8
FABP6,1o1v,etoposide,6610299,etoposide-6610299,-9.8
FABP6,1o1v,prednisone,5865,prednisone-5865,-9.8
IL6R,1p9m,dactinomycin,457193,dactinomycin-457193,-9.8
GLTP,1swx,alectinib,49806720,alectinib-49806720,-9.8
GLTP,1swx,panobinostat,6918837,panobinostat-6918837,-9.8
GLTP,1swx,vemurafenib,42611257,vemurafenib-42611257,-9.8
GLTP,1sx6,apalutamide,24872560,apalutamide-24872560,-9.8
GLTP,1sx6,belinostat,6918638,belinostat-6918638,-9.8
GLTP,1sx6,carfilzomib,11556711,carfilzomib-11556711,-9.8
GLTP,1sx6,idelalisib,11625818,idelalisib-11625818,-9.8
VEGFA,1tzh,temsirolimus,137295275,temsirolimus-137295275,-9.8
VEGFA,1tzh,temsirolimus,23724530,temsirolimus-23724530,-9.8
VEGFA,1tzi,temsirolimus,71433778,temsirolimus-71433778,-9.8
VEGFA,1vpf,nilotinib,644241,nilotinib-644241,-9.8
RHEB,1xts,nilotinib,644241,nilotinib-644241,-9.8
NR3C2,1ya3,valrubicin,454216,valrubicin-454216,-9.8
NR3C2,2aa5,venetoclax,49846579,venetoclax-49846579,-9.8
GLTP,2euk,ivosidenib,71657455,ivosidenib-71657455,-9.8
GLTP,2evl,belinostat,6918638,belinostat-6918638,-9.8
GLTP,2evl,toremifene,3005573,toremifene-3005573,-9.8
GLTP,2evs,regorafenib,11167602,regorafenib-11167602,-9.8
VEGFA,2fjg,temsirolimus,24847874,temsirolimus-24847874,-9.8
EPB41L3,2he7,dasatinib,3062316,dasatinib-3062316,-9.8
EPB41L3,2he7,regorafenib,11167602,regorafenib-11167602,-9.8
PTPRN,2i1y,etoposide,92209272,etoposide-92209272,-9.8
PTPRN,2i1y,nilotinib,644241,nilotinib-644241,-9.8
FABP6,2mm3,belinostat,6918638,belinostat-6918638,-9.8
FABP6,2mm3,gefitinib,123631,gefitinib-123631,-9.8
FABP6,2mm3,granisetron,5284566,granisetron-5284566,-9.8
FABP6,2mm3,palbociclib,5330286,palbociclib-5330286,-9.8
VEGFA,2qr0,temsirolimus,5938194,temsirolimus-5938194,-9.8
PTPRN,2qt7,dactinomycin,457193,dactinomycin-457193,-9.8
VEGFA,2vpf,nilotinib,644241,nilotinib-644241,-9.8
VEGFA,2vpf,venetoclax,49846579,venetoclax-49846579,-9.8
VEGFA,3bdy,temsirolimus,24847874,temsirolimus-24847874,-9.8
VEGFA,3bdy,temsirolimus,9876533,temsirolimus-9876533,-9.8
PTPRN,3np5,dasatinib,3062316,dasatinib-3062316,-9.8
PTPRN,3np5,plerixafor,65015,plerixafor-65015,-9.8
VEGFA,3qtk,abemaciclib,46220502,abemaciclib-46220502,-9.8
GLTP,3ric,exemestane,60198,exemestane-60198,-9.8
GLTP,3ric,granisetron,17572266,granisetron-17572266,-9.8
GLTP,3rzn,etoposide,3310,etoposide-3310,-9.8
GLTP,3s0i,bosutinib,5328940,bosutinib-5328940,-9.8
GLTP,3s0k,paclitaxel,441276,paclitaxel-441276,-9.8
GLTP,3s0k,plerixafor,65015,plerixafor-65015,-9.8
NR3C2,3vhv,sonidegib,24775005,sonidegib-24775005,-9.8
GLTP,4gh0,dasatinib,3062316,dasatinib-3062316,-9.8
GLTP,4gh0,paclitaxel,36314,paclitaxel-36314,-9.8
GLTP,4gh0,paclitaxel,53313247,paclitaxel-53313247,-9.8
GLTP,4gh0,paclitaxel,5352019,paclitaxel-5352019,-9.8
GLTP,4gh0,temsirolimus,129317846,temsirolimus-129317846,-9.8
GLTP,4gh0,temsirolimus,23724530,temsirolimus-23724530,-9.8
GLTP,4gh0,temsirolimus,53486199,temsirolimus-53486199,-9.8
GLTP,4gh0,toremifene,3005573,toremifene-3005573,-9.8
GLTP,4ghp,apalutamide,24872560,apalutamide-24872560,-9.8
GLTP,4ghp,crizotinib,11626560,crizotinib-11626560,-9.8
GLTP,4ghp,ivosidenib,71657455,ivosidenib-71657455,-9.8
GLTP,4gix,cobimetinib,16222096,cobimetinib-16222096,-9.8
GLTP,4gjq,belinostat,6918638,belinostat-6918638,-9.8
GLTP,4gjq,etoposide,17571827,etoposide-17571827,-9.8
GLTP,4gjq,panobinostat,6918837,panobinostat-6918837,-9.8
GLTP,4gjq,plerixafor,65015,plerixafor-65015,-9.8
VEGFA,4gls,exemestane,60198,exemestane-60198,-9.8
VEGFA,4gls,temsirolimus,5938194,temsirolimus-5938194,-9.8
VEGFA,4gls,temsirolimus,71433778,temsirolimus-71433778,-9.8
VEGFA,4gls,temsirolimus,9876533,temsirolimus-9876533,-9.8
GLTP,4gvt,apalutamide,24872560,apalutamide-24872560,-9.8
GLTP,4gxg,etoposide,6419930,etoposide-6419930,-9.8
GLTP,4gxg,paclitaxel,441276,paclitaxel-441276,-9.8
GLTP,4h2z,vemurafenib,42611257,vemurafenib-42611257,-9.8
NR3C2,4pf3,sonidegib,24775005,sonidegib-24775005,-9.8
NR3C2,4udb,exemestane,60198,exemestane-60198,-9.8
PADI4,4x8c,sonidegib,24775005,sonidegib-24775005,-9.8
PADI4,4x8g,axitinib,6450551,axitinib-6450551,-9.8
PADI4,4x8g,ibrutinib,24821094,ibrutinib-24821094,-9.8
CDH3,4zmx,etoposide,50936917,etoposide-50936917,-9.8
